ID,CONTINENT,min_lon,min_lat,LABEL
412239,2,-56.951212719552615,48.752917942092616,0
412243,2,-56.95094322496739,49.344458556685325,0
412257,2,-56.94474484950696,49.34903996463433,4
412268,2,-56.93692950653512,47.64071378882424,0
412278,2,-56.92830567980758,47.76441180344749,3
412300,2,-56.921298820591446,47.69137877084857,0
412330,2,-56.91698690722767,47.68005999826868,0
412336,2,-56.90728510215918,49.91390061528868,0
412345,2,-56.90971055342629,47.88730133431504,0
412364,2,-56.89111542704502,48.50794736411322,0
412397,2,-56.88060513822083,47.70215855425801,0
412423,2,-56.86362697935097,48.512259277477,0
412530,2,-56.803260192258136,48.25273599189487,0
412578,2,-56.77873618500168,48.10613093752656,0
412622,2,-56.75367318857474,49.06876559598904,0
412689,2,-56.7240287841988,47.70943490805938,0
412703,2,-56.71567445205648,47.719675702298346,0
412733,2,-56.70489466864704,48.068940684764016,0
412754,2,-56.69734882026045,47.82019718259132,0
412762,2,-56.69276741231144,48.40877335674642,0
412778,2,-56.69330640148191,49.61206667982452,0
412803,2,-56.66797391046974,48.09427317577618,0
412895,2,-56.619195390542046,49.07334700393805,4
412898,2,-56.61757842303064,49.59993942348891,0
412913,2,-56.60949358547356,49.12913238308187,0
412915,2,-56.60518167210978,48.4656367142312,0
412952,2,-56.58443058904662,49.57110350286868,0
412968,2,-56.572033838125776,49.182492310958565,0
413010,2,-56.54724033628408,48.94911000014432,4
413014,2,-56.54185044457935,49.12886288849664,0
413033,2,-56.528375715317566,48.4664451979869,0
413044,2,-56.52163835068667,48.46240277920836,0
413058,2,-56.51517048064101,48.15571794120996,0
413082,2,-56.50304322430539,49.31804808733221,0
413105,2,-56.4849870870946,48.16326378959656,0
413115,2,-56.48525658167982,48.393142670802746,0
413122,2,-56.480944668316056,47.91155584698628,0
413133,2,-56.467469939054254,48.15868238164755,0
413134,2,-56.46827842280997,47.67116667695589,0
413168,2,-56.45884611232671,49.62176848489302,0
413205,2,-56.44537138306492,47.9748870745167,0
413220,2,-56.438634018434016,48.61547570362233,0
413238,2,-56.42893221336553,49.66461812394552,0
413276,2,-56.410337086984256,49.69345404456576,4
413292,2,-56.39955730357482,49.58430873754523,0
413317,2,-56.38743004723921,49.77915332267076,0
413325,2,-56.3828486392902,49.61179718523929,0
413371,2,-56.34943131072096,48.6685661369138,0
413378,2,-56.346197375698125,48.318492670692414,0
413415,2,-56.306312177083214,49.569756029942496,0
413459,2,-56.2753202997811,49.50211288904829,0
413470,2,-56.26049809759312,49.84167606644547,0
413480,2,-56.25968961383741,47.75282353628235,0
413503,2,-56.25025730335416,47.85307552199009,0
413520,2,-56.24486741164944,47.74905061208905,0
413523,2,-56.24217246579708,48.47587750847016,0
413537,2,-56.233818133654765,48.57585999959266,0
413542,2,-56.2332791444843,47.85711794076863,0
413584,2,-56.207138169716416,49.83116577762128,0
413603,2,-56.19204647294322,48.791994656951815,0
413610,2,-56.18989051626133,47.83448039560882,0
413632,2,-56.184500624556605,49.91336162611822,0
413704,2,-56.14919683389071,48.235757833025005,0
413743,2,-56.12197788078189,48.79145566778134,0
413760,2,-56.12305585912283,49.77484140930699,0
413791,2,-56.10419123815632,49.56706108409014,0
413808,2,-56.09772336811066,48.72111758103479,0
413826,2,-56.093950443917365,49.78669917105736,0
413835,2,-56.08963853055359,47.64583418594371,0
413843,2,-56.08667409011599,47.86277732705858,0
413925,2,-56.053795750717214,47.73557588282726,4
413933,2,-56.04571091316015,49.20809429655598,0
413938,2,-56.044632934819205,48.03390638868335,0
413989,2,-56.01983943297751,49.54334556058939,0
413992,2,-56.01876145463656,47.76360331969178,0
414022,2,-56.004478241619054,48.4664451979869,0
414034,2,-55.99612390947675,49.09113364656362,0
414075,2,-55.981571201874,49.81903852128566,0
414100,2,-55.96863546178268,49.45225639077967,0
414110,2,-55.96594051593033,48.52250007171595,0
414131,2,-55.95812517295849,47.793517218652966,0
414132,2,-55.96216759173703,48.99115115544112,0
414169,2,-55.94087751950339,49.87590187877043,0
414171,2,-55.93979954116246,48.49716758070379,0
414203,2,-55.92416885521877,48.46887064925402,0
414223,2,-55.91635351224693,46.95026866144997,4
414227,2,-55.9160840176617,48.23252389800218,0
414234,2,-55.91554502849122,49.78939411690972,0
414239,2,-55.91285008263887,48.46833166008355,0
414252,2,-55.90287878298514,49.83089628303604,0
414315,2,-55.87727679738774,49.89153256471411,0
414320,2,-55.87565982987631,49.82712335884274,0
414352,2,-55.86056813310312,48.693090144170256,0
414370,2,-55.84736289842655,48.37912895237048,0
414381,2,-55.84655441467085,48.54244267102341,0
414391,2,-55.84170351213661,49.26738310530786,0
414393,2,-55.84682390925609,49.28166631832536,0
414410,2,-55.83173221248288,47.66442931232499,4
414459,2,-55.79966235683981,49.90339032646449,0
414490,2,-55.77837228460618,49.84113707727501,0
414500,2,-55.767592501196745,49.42503743767084,0
414542,2,-55.74360748311075,49.03723472951644,0
414580,2,-55.72474286214424,48.71438021640389,0
414590,2,-55.71935297043952,48.288309277146,0
414611,2,-55.70884268161532,46.88936288518667,0
414714,2,-55.65925567793192,49.04181613746545,0
414770,2,-55.63985206779495,48.38505783324567,0
414859,2,-55.60535676088476,46.9745231741212,0
414868,2,-55.60266181503239,47.64610368052895,0
414886,2,-55.59511596664579,48.63649628127072,0
414898,2,-55.59053455869679,48.86125476535743,0
414909,2,-55.58703112908872,46.96482136905271,0
414922,2,-55.57840730236117,47.452067579159134,0
414934,2,-55.57086145397456,47.01764230775893,0
414979,2,-55.55415278968994,46.99150133299106,0
414980,2,-55.55145784383758,48.26944465617949,0
414981,2,-55.55172733842282,47.68248544953579,0
415011,2,-55.52855080409253,47.88837931265599,0
415027,2,-55.5223524286321,47.61888472742013,0
415031,2,-55.51992697736499,48.28507534212317,0
415038,2,-55.51750152609786,47.127596098535165,0
415049,2,-55.50025387264277,48.736209277808,0
415063,2,-55.50106235639848,47.47335765139277,0
415093,2,-55.48785712172192,47.01602534024752,0
415120,2,-55.47384340328965,47.02384068321936,0
415141,2,-55.461716146954046,47.50057660450159,0
415153,2,-55.45578726607886,47.10253310210823,0
415156,2,-55.45497878232315,48.28264989085605,0
415159,2,-55.45417029856743,48.54783256272813,0
415196,2,-55.43288022633381,48.26594122657143,0
415218,2,-55.42344791585055,46.92035476248879,0
415220,2,-55.423717410435785,48.783640324809504,0
415248,2,-55.41051217575922,49.20054844816937,0
415292,2,-55.38976109269606,48.45404844706605,0
415294,2,-55.38895260894036,46.96913328241648,0
415297,2,-55.38814412518465,49.205399350703615,0
415298,2,-55.38841361976989,47.91263382532722,0
415305,2,-55.38571867391754,48.06516776057071,0
415328,2,-55.37359141758192,49.21860458538018,0
415334,2,-55.36362011792819,48.94803202180337,0
415360,2,-55.35364881827447,48.45054501745798,0
415374,2,-55.34852842115498,48.95476938643427,0
415437,2,-55.31591957634144,48.83107137181101,0
415438,2,-55.31538058717098,48.09993256206614,0
415511,2,-55.28223275318696,47.95602245355019,0
415521,2,-55.28007679650507,49.5163961020658,0
415544,2,-55.27172246436277,49.04505007248828,0
415545,2,-55.27306993728894,47.686258373729096,0
415605,2,-55.24827643544724,47.99456017923892,0
415611,2,-55.24746795169153,47.71024339181509,0
415617,2,-55.24369502749824,47.16128292168965,0
415710,2,-55.20380982888332,48.21985765249609,0
415721,2,-55.20165387220145,48.26540223740095,0
415725,2,-55.20003690469002,48.813015234600215,0
415745,2,-55.190874088792,47.83313292268264,0
415778,2,-55.1749739082631,49.03966018078357,0
415784,2,-55.17686037035975,47.88703183972981,0
415791,2,-55.17012300572884,48.171348627153634,0
415797,2,-55.16850603821743,47.853345016575325,0
415866,2,-55.13185477462535,49.13721722063895,0
415881,2,-55.127812355846814,47.44748617121013,0
415902,2,-55.11945802370451,48.673956028618505,0
415914,2,-55.117841056193086,48.84804953068087,0
415925,2,-55.11056470239173,48.66075079394196,0
415948,2,-55.10194087566417,47.433202958192624,0
415951,2,-55.099515424397055,47.4051755213281,0
415967,2,-55.08631018972049,49.11727462133149,0
415983,2,-55.07741686840771,47.43967082823829,0
416005,2,-55.07283546045871,48.025282561955805,0
416021,2,-55.06151668787879,48.97093906154842,0
416022,2,-55.0593607311969,48.02474357278533,0
416024,2,-55.05909123661168,47.859812886620986,0
416025,2,-55.05989972036738,47.42727407731744,0
416030,2,-55.05693527992979,47.46365584632428,0
416032,2,-55.05720477451503,47.75983039549848,0
416051,2,-55.01866704882629,48.68392732827223,3
416096,2,-55.01947553258201,48.11502425883934,0
416099,2,-55.02297896219007,48.29316017968024,0
416104,2,-55.02028401633771,48.30286198474873,0
416195,2,-54.97824286104091,48.3093298547944,0
416201,2,-54.97258347475096,47.6832939332915,0
416231,2,-54.96099520758583,48.96501018067323,0
416233,2,-54.960725713000585,48.22336108210416,0
416254,2,-54.94967643500591,47.98890079294897,0
416339,2,-54.91033022556148,47.497612164064,0
416389,2,-54.88176379952648,47.49033581026263,0
416398,2,-54.87313997279894,48.12041415054407,0
416418,2,-54.86128221104856,48.20207100987052,0
416420,2,-54.86074322187808,49.55789826819212,0
416446,2,-54.85211939515054,48.35622191262544,0
416462,2,-54.846729503445815,48.25192750813916,0
416467,2,-54.84403455759346,48.24599862726397,0
416485,2,-54.83325477418403,48.22039664166657,0
416488,2,-54.83109881750214,48.23225440341695,0
416511,2,-54.82274448535982,48.97686794242361,0
416525,2,-54.81169520736516,47.51674627961575,0
416536,2,-54.80926975609803,49.22776740127819,0
416549,2,-54.80468834814903,47.48225097270556,0
416564,2,-54.7984899726886,48.396915594996045,0
416565,2,-54.79822047810336,48.120144655958825,0
416588,2,-54.79121361888723,47.99429068465368,0
416596,2,-54.78717120010869,48.09400368119095,0
416598,2,-54.78609322176776,47.4089484455214,0
416626,2,-54.77261849250596,48.10855638879369,0
416655,2,-54.762377698267,48.31202480064675,0
416666,2,-54.75537083905087,48.048189601700855,0
416674,2,-54.74863347441996,48.28480584753793,0
416711,2,-54.73138582096488,47.7118603593265,0
416797,2,-54.69742950322515,47.58897082845896,0
416810,2,-54.69419556820232,48.99115115544112,0
416813,2,-54.69123112776472,48.025013067370566,0
416819,2,-54.68826668732713,48.44003472863379,0
416826,2,-54.68557174147477,49.0046258847029,0
416887,2,-54.65754430461024,48.2807634287594,0
416975,2,-54.60418437673354,49.21510115577211,0
417018,2,-54.59340459332411,47.90131505274731,0
417036,2,-54.58208582074421,48.33654880790321,0
417038,2,-54.58046885323279,47.545043211065504,0
417063,2,-54.56672462938576,48.54864104648384,0
417138,2,-54.52333600116279,48.79576758114512,0
417169,2,-54.50527986395198,47.99914158718792,0
417208,2,-54.46566415992231,47.46015241671621,0
417220,2,-54.45623184943906,47.94039176760651,0
417244,2,-54.44167914183633,49.19785350231702,0
417268,2,-54.42847390715977,49.04558906165876,0
417280,2,-54.4220060371141,48.21985765249609,0
417306,2,-54.404219394488535,48.25543093774722,0
417322,2,-54.39505657859053,48.60685187689478,0
417323,2,-54.39451758942005,49.091672635734085,0
417368,2,-54.35840531499845,47.90158454733255,0
417400,2,-54.32903040520773,49.38326577695928,0
417452,2,-54.294804592882784,49.33610422454301,0
417470,2,-54.28591127157,49.14638003653697,0
417486,2,-54.27863491776863,49.12886288849664,0
417524,2,-54.25330242675646,48.07945097358821,0
417546,2,-54.24036668666514,49.215909639527816,0
417551,2,-54.237402246227546,49.00678184138479,0
417559,2,-54.22823943032952,47.95736992647637,0
417592,2,-54.20856632560731,47.94039176760651,0
417594,2,-54.20829683102207,49.62419393616014,0
417607,2,-54.192127155907926,47.99725512509127,0
417658,2,-54.16436921362863,49.61799556069971,0
417669,2,-54.15655387065679,49.226689422937255,0
417702,2,-54.13607228217886,49.63847714917764,0
417750,2,-54.10993130741099,48.15706541413614,0
417767,2,-54.09403112688207,49.07334700393805,0
417805,2,-54.06573419543231,48.28426685836746,0
417807,2,-54.06465621709137,48.45593490916271,0
417819,2,-54.05279845534099,47.94281721887363,0
417824,2,-54.053876433681936,48.46833166008355,0
417932,2,-53.984885819861546,49.10110494621734,0
417947,2,-53.98650278737297,49.160124260384,0
417953,2,-53.97275856352594,47.79809862660198,0
417982,2,-53.949312534610414,49.31993454942886,0
418007,2,-53.9304479136439,49.390003141590185,0
418013,2,-53.9266749894506,49.25822028940985,0
418040,2,-53.912930765603576,48.55160548692143,0
418056,2,-53.9048459280465,49.294602058416686,0
418061,2,-53.90295946594985,49.16793960335583,0
418090,2,-53.891640693369936,47.78246794065829,0
418103,2,-53.88759827459141,48.95584736477522,0
418155,2,-53.87466253450009,47.31381685693314,0
418189,2,-53.85768437563023,47.63478490794905,0
418208,2,-53.8477130759765,49.25552534355749,0
418211,2,-53.84609610846509,47.10549754254583,0
418220,2,-53.84609610846509,48.34274718336364,0
418230,2,-53.83666379798183,47.59301324723749,0
418251,2,-53.8266924983281,48.11691072093599,0
418257,2,-53.8258840145724,48.155178952039485,0
418291,2,-53.82076361745291,48.99115115544112,0
418304,2,-53.80755838277635,48.14682461989717,0
418375,2,-53.77683600005948,49.31400566855367,0
418377,2,-53.776297010889,49.37652841232838,0
418382,2,-53.7771054946447,48.29235169592454,0
418395,2,-53.76929015167286,48.326847002834725,0
418401,2,-53.76659520582051,47.50920043122914,0
418426,2,-53.752311992803,49.16901758169678,0
418432,2,-53.74907805778018,47.16882877007625,0
418449,2,-53.74287968231975,48.3093298547944,0
418460,2,-53.73991524188216,48.23710530595119,0
418463,2,-53.738837263541214,48.27160061286138,0
418470,2,-53.73587282310362,48.28345837461176,0
418473,2,-53.73425585559221,49.15015296073027,0
418477,2,-53.73344737183649,48.32172660571524,0
418481,2,-53.730482931398896,47.94497317555552,0
418487,2,-53.72644051262036,49.048553502096354,0
418502,2,-53.71754719130757,49.20324339402173,0
418544,2,-53.69221470029541,48.25192750813916,0
418554,2,-53.68601632483498,47.421614691027486,0
418561,2,-53.681704411471216,47.45368454667055,0
418573,2,-53.67550603601079,48.35137101009119,0
418599,2,-53.65179051251003,47.48171198353508,0
418611,2,-53.63885477241871,48.35487443969926,0
418633,2,-53.63023094569117,48.358108374722086,0
418636,2,-53.62726650525357,48.23387137092836,0
418647,2,-53.62187661354885,49.13883418815036,0
418673,2,-53.599778057559504,48.13361938522061,0
418690,2,-53.59492715502526,48.30097552265208,0
418695,2,-53.588728779564846,47.4367063878007,0
418723,2,-53.55558094558083,48.30367046850444,0
418824,2,-53.4838953859081,47.23808887848187,0
418841,2,-53.476888526691965,47.440479311994,0
418858,2,-53.46853419454965,47.6832939332915,0
418877,2,-53.4591018840664,47.545851694821216,0
418896,2,-53.4494000789979,48.490430216072895,0
418903,2,-53.4464356385603,48.5626547649161,0
418908,2,-53.44347119812271,47.48225097270556,0
418932,2,-53.428918490519976,47.50165458284253,0
418933,2,-53.43161343637233,46.737098444528414,0
418995,2,-53.40466397784876,46.93652443760294,0
419006,2,-53.39873509697357,47.30195909518277,0
419013,2,-53.39630964570644,47.57307064793004,0
419060,2,-53.38040946517752,47.5765740775381,0
419164,2,-53.336212353198846,47.86169934871764,0
419165,2,-53.33378690193172,47.33510692916677,0
419205,2,-53.32058166725517,47.727491045270185,0
419244,2,-53.30548997048196,47.31246938400696,0
419296,2,-53.28581686575974,47.18850187479847,0
419358,2,-53.26129285850328,47.18203400475281,0
419372,2,-53.2561724613838,47.91236433074198,0
419385,2,-53.25186054802002,47.24752118896512,0
419490,2,-53.209280403552754,47.24482624311276,0
419529,2,-53.1931107284386,47.22757858965767,0
419535,2,-53.19284123385337,48.53408833888111,0
419588,2,-53.16777823742643,47.316242308200266,0
419591,2,-53.16723924825597,47.97380909617576,0
419628,2,-53.15645946484652,47.00470656766761,0
419660,2,-53.14271524099949,46.99796920303672,0
419778,2,-53.07857552971336,46.94946017769426,0
419783,2,-53.07641957303147,46.88558996099337,0
419794,2,-53.07372462717912,46.79557876952459,0
419813,2,-53.064831305866335,47.28013003377866,0
419831,2,-53.04677516865553,47.4623083733981,0
419865,2,-53.02602408559237,46.981530033337336,0
419876,2,-53.014974807597696,47.99995007094363,0
419891,2,-53.00150007833591,48.007226424745,0
419900,2,-52.99745765955737,47.302228589768,0
419901,2,-52.99368473536407,47.0354289503845,0
419920,2,-52.974011630641854,48.05411848257605,0
419934,2,-52.96296235264718,47.3917007920663,0
419949,2,-52.944906215436376,47.20143761488979,0
419958,2,-52.93493491578265,47.43886234448258,0
419973,2,-52.91148888686713,47.20844447410592,0
419984,2,-52.89235477131538,47.16748129715008,0
420041,2,-52.77323816464114,47.61106938444829,4
420049,2,-52.76703978918072,47.47147118929612,0
420053,2,-52.75841596245317,47.71913671312787,0
448025,2,-76.06888910159904,49.418569567625184,0
448068,2,-75.99989848777867,49.37760639066933,4
448072,2,-76.00124596070484,48.96258472940611,0
448094,2,-75.95408440828857,49.32694140864499,0
448136,2,-75.84871202546134,48.831879855566726,0
448161,2,-75.79400462465847,49.23180982005673,0
448185,2,-75.74630408307172,48.87365151627828,0
448186,2,-75.74118368595224,49.37464195023173,0
448188,2,-75.740914191367,49.86269664409387,0
448198,2,-75.72231906498573,48.87634646213064,0
448221,2,-75.68108639344464,48.882814332176295,0
448258,2,-75.64470462443781,49.14314610151413,0
448265,2,-75.63527231395454,48.85990729243125,0
448271,2,-75.63257736810219,49.43204429688697,0
448295,2,-75.5943091369987,49.85380332278109,0
448297,2,-75.59350065324298,49.4668090983824,0
448321,2,-75.5778699672993,49.33610422454301,0
448339,2,-75.5560409058952,48.68311884451653,0
448340,2,-75.55496292755426,49.62203797947825,0
448343,2,-75.55119000336096,48.60685187689478,0
448345,2,-75.5484950575086,49.40455584919292,0
448449,2,-75.45363296350558,48.79819303241224,0
448450,2,-75.45363296350558,48.941025162587245,0
448480,2,-75.43018693459005,48.944798086780544,0
448495,2,-75.4191376565954,48.63487931375931,0
448499,2,-75.41779018366921,48.51845765293742,0
448519,2,-75.38760679012279,48.89386361017097,0
448538,2,-75.3733235771053,49.66003671599651,0
448549,2,-75.3665862124744,49.153656390338334,0
448596,2,-75.32427556259236,48.57720747251884,5
448618,2,-75.30433296328492,48.90275693148375,0
448626,2,-75.29543964197214,48.66506270730572,0
448631,2,-75.29274469611977,49.408598267971456,0
448637,2,-75.28870227734123,49.387847184908296,0
448645,2,-75.2787309776875,48.96797462111083,0
448650,2,-75.27441906432374,48.62571649786129,0
448652,2,-75.27468855890898,48.69012570373266,0
448659,2,-75.26390877549953,48.872573537937335,0
448679,2,-75.24693061662968,48.99384610129347,0
448681,2,-75.24720011121491,49.88802913510604,0
448683,2,-75.2418102195102,49.10433888124017,0
448692,2,-75.23103043610077,49.28759519920055,0
448704,2,-75.21917267435039,48.4235955589344,0
448753,2,-75.18818079704826,48.85290043321512,0
448785,2,-75.16203982228038,48.34490314004553,0
448807,2,-75.14479216882529,49.57622389998816,0
448845,2,-75.12107664532454,49.29379357466098,5
448852,2,-75.1132613023527,49.50696379158254,0
448886,2,-75.0846948763177,48.860446281601725,0
448903,2,-75.06933368495925,48.305826425186325,0
448919,2,-75.05558946111222,49.53337426093566,4
448934,2,-75.03376039970811,49.21294519909022,0
448940,2,-75.03052646468528,49.65976722141127,4
448963,2,-75.01220083288925,48.30097552265208,0
448968,2,-75.00788891952547,48.53220187678445,0
448976,2,-75.00169054406504,49.14638003653697,0
448999,2,-74.99118025524085,48.96015927813899,0
449092,2,-74.92811852229566,48.76989610096247,0
449125,2,-74.8968571504083,48.77097407930341,0
449161,2,-74.88095696987938,49.616648087773534,0
449186,2,-74.86694325144713,49.71258816011751,3
449240,2,-74.82786653658792,49.58673418881236,0
449242,2,-74.82598007449127,48.93590476546776,0
449259,2,-74.81654776400802,49.58430873754523,0
449272,2,-74.80873242103617,48.51711018001125,0
449300,2,-74.79121527299584,48.40041902460412,0
449321,2,-74.77827953290452,48.97066956696319,0
449327,2,-74.77531509246693,48.89089916973337,0
449329,2,-74.77342863037028,48.40149700294506,0
449339,2,-74.76588278198368,49.14395458526984,0
449356,2,-74.75294704189236,49.88048328671944,0
449378,2,-74.7330044425849,49.11026776211536,0
449387,2,-74.72357213210165,48.35406595594355,0
449401,2,-74.71306184327744,49.54226758224844,0
449412,2,-74.7074024569875,49.73765115654443,0
449418,2,-74.70497700572037,48.025282561955805,5
449423,2,-74.7036295327942,48.13523635273204,0
449443,2,-74.68988530894717,48.90491288816564,0
449444,2,-74.68853783602098,48.12553454766354,0
449487,2,-74.66320534500882,49.43797317776216,0
449523,2,-74.64649668072418,49.23261830381245,0
449544,2,-74.63490841355905,49.19704501856131,0
449554,2,-74.63517790814429,49.53687769054372,0
449572,2,-74.62601509224626,48.87122606501116,0
449581,2,-74.62197267346772,48.35298797760261,0
449598,2,-74.60795895503546,49.41021523548287,3
449607,2,-74.60418603084216,49.93896361171562,0
449665,2,-74.57319415354003,48.36403725559728,0
449672,2,-74.56403133764202,49.1811448380324,0
449682,2,-74.55001761920975,48.2244390604451,0
449691,2,-74.55271256506211,48.06759321183783,0
449741,2,-74.52441563361235,49.25094393560848,4
449743,2,-74.52522411736805,48.12310909639642,0
449780,2,-74.50096960469682,49.88802913510604,0
449786,2,-74.5052815180606,48.649162526776806,0
449792,2,-74.5007001101116,48.14493815780053,0
449814,2,-74.48695588626457,49.56544411657872,0
449827,2,-74.48237447831555,49.3592807588733,4
449845,2,-74.46647429778663,49.68132678823014,0
449850,2,-74.46431834110476,48.35649140721067,0
449902,2,-74.44060281760399,49.831974261376985,0
449913,2,-74.43602140965498,48.396915594996045,0
449991,2,-74.4015261027448,48.118527688447415,4
450021,2,-74.38643440597158,48.1891352697792,0
450064,2,-74.36676130124937,47.98782281460802,0
450076,2,-74.35921545286277,48.30070602806685,0
450095,2,-74.35490353949899,48.330619927028025,0
450103,2,-74.34385426150432,49.90096487519736,0
450109,2,-74.34385426150432,48.05061505296797,0
450145,2,-74.32660660804923,48.72489050522809,0
450229,2,-74.28860787153097,48.61870963864516,0
450260,2,-74.28025353938867,48.10990386171986,0
450261,2,-74.27513314226918,49.600478412659385,0
450326,2,-74.25087862959795,49.06634014472192,0
450333,2,-74.25249559710937,48.02474357278533,0
450337,2,-74.24629722164894,49.00139194968008,0
450341,2,-74.2444107595523,47.79863761577245,0
